"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19"
"1";0;5,88820864100449;11,9475232062008;18,3150681805217;26,9777617570024;35,4251089145425;43,4552852513361;50,4237497880902;67,9718954736036;76,3012846468863;82,3563751499259;88,1000803129718;94,6317817758373;104,122783092874;117,048029589557;126,408700612512;132,134567009836;141,345169813127;150,047952931188
"2";5,88820864100449;0;6,0593145651963;12,4268595395172;21,089553115998;29,536900273538;37,5670766103316;44,5355411470857;62,0836868325991;70,4130760058818;76,4681665089214;82,2118716719673;88,7435731348328;98,2345744518699;111,159820948552;120,520491971508;126,246358368832;135,456961172123;144,159744290184
"3";11,9475232062008;6,0593145651963;0;6,36754497432095;15,0302385508017;23,4775857083417;31,5077620451353;38,4762265818894;56,0243722674028;64,3537614406855;70,4088519437251;76,152557106771;82,6842585696365;92,1752598866736;105,100506383356;114,461177406312;120,187043803635;129,397646606927;138,100429724987
"4";18,3150681805217;12,4268595395172;6,36754497432095;0;8,6626935764807;17,1100407340208;25,1402170708144;32,1086816075685;49,6568272930818;57,9862164663646;64,0413069694042;69,78501213245;76,3167135953156;85,8077149123527;98,7329614090351;108,093632431991;113,819498829314;123,030101632606;131,732884750666
"5";26,9777617570024;21,089553115998;15,0302385508017;8,6626935764807;0;8,44734715754005;16,4775234943337;23,4459880310878;40,9941337166011;49,3235228898839;55,3786133929235;61,1223185559693;67,6540200188349;77,145021335872;90,0702678325544;99,4309388555099;105,156805252834;114,367408056125;123,070191174186
"6";35,4251089145425;29,536900273538;23,4775857083417;17,1100407340208;8,44734715754005;0;8,0301763367936;14,9986408735477;32,5467865590611;40,8761757323438;46,9312662353834;52,6749713984293;59,2066728612948;68,6976741783319;81,6229206750143;90,9835916979699;96,7094580952935;105,920060898585;114,622844016646
"7";43,4552852513361;37,5670766103316;31,5077620451353;25,1402170708144;16,4775234943337;8,0301763367936;0;6,96846453675413;24,5166102222675;32,8459993955502;38,9010898985898;44,6447950616357;51,1764965245012;60,6674978415383;73,5927443382207;82,9534153611763;88,6792817584999;97,8898845617913;106,592667679852
"8";50,4237497880902;44,5355411470857;38,4762265818894;32,1086816075685;23,4459880310878;14,9986408735477;6,96846453675413;0;17,5481456855133;25,8775348587961;31,9326253618357;37,6763305248815;44,2080319877471;53,6990333047842;66,6242798014666;75,9849508244221;81,7108172217458;90,9214200250372;99,6242031430978
"9";67,9718954736036;62,0836868325991;56,0243722674028;49,6568272930818;40,9941337166011;32,5467865590611;24,5166102222675;17,5481456855133;0;8,32938917328275;14,3844796763223;20,1281848393682;26,6598863022338;36,1508876192709;49,0761341159532;58,4368051389088;64,1626715362325;73,3732743395239;82,0760574575844
"10";76,3012846468863;70,4130760058818;64,3537614406855;57,9862164663646;49,3235228898839;40,8761757323438;32,8459993955502;25,8775348587961;8,32938917328275;0;6,05509050303958;11,7987956660855;18,330497128951;27,8214984459881;40,7467449426705;50,1074159656261;55,8332823629497;65,0438851662411;73,7466682843017
"11";82,3563751499259;76,4681665089214;70,4088519437251;64,0413069694042;55,3786133929235;46,9312662353834;38,9010898985898;31,9326253618357;14,3844796763223;6,05509050303958;0;5,74370516304589;12,2754066259114;21,7664079429485;34,6916544396309;44,0523254625865;49,7781918599101;58,9887946632016;67,6915777812621
"12";88,1000803129718;82,2118716719673;76,152557106771;69,78501213245;61,1223185559693;52,6749713984293;44,6447950616357;37,6763305248815;20,1281848393682;11,7987956660855;5,74370516304589;0;6,53170146286554;16,0227027799026;28,947949276585;38,3086202995406;44,0344866968642;53,2450895001557;61,9478726182162
"13";94,6317817758373;88,7435731348328;82,6842585696365;76,3167135953156;67,6540200188349;59,2066728612948;51,1764965245012;44,2080319877471;26,6598863022338;18,330497128951;12,2754066259114;6,53170146286554;0;9,4910013170371;22,4162478137195;31,7769188366751;37,5027852339987;46,7133880372901;55,4161711553507
"14";104,122783092874;98,2345744518699;92,1752598866736;85,8077149123527;77,145021335872;68,6976741783319;60,6674978415383;53,6990333047842;36,1508876192709;27,8214984459881;21,7664079429485;16,0227027799026;9,4910013170371;0;12,9252464966824;22,2859175196379;28,0117839169616;37,222386720253;45,9251698383136
"15";117,048029589557;111,159820948552;105,100506383356;98,7329614090351;90,0702678325544;81,6229206750143;73,5927443382207;66,6242798014666;49,0761341159532;40,7467449426705;34,6916544396309;28,947949276585;22,4162478137195;12,9252464966824;0;9,36067102295557;15,0865374202792;24,2971402235707;32,9999233416312
"16";126,408700612512;120,520491971508;114,461177406312;108,093632431991;99,4309388555099;90,9835916979699;82,9534153611763;75,9849508244221;58,4368051389088;50,1074159656261;44,0523254625865;38,3086202995406;31,7769188366751;22,2859175196379;9,36067102295557;0;5,72586639732364;14,9364692006151;23,6392523186756
"17";132,134567009836;126,246358368832;120,187043803635;113,819498829314;105,156805252834;96,7094580952935;88,6792817584999;81,7108172217458;64,1626715362325;55,8332823629497;49,7781918599101;44,0344866968642;37,5027852339987;28,0117839169616;15,0865374202792;5,72586639732364;0;9,21060280329144;17,913385921352
"18";141,345169813127;135,456961172123;129,397646606927;123,030101632606;114,367408056125;105,920060898585;97,8898845617913;90,9214200250372;73,3732743395239;65,0438851662411;58,9887946632016;53,2450895001557;46,7133880372901;37,222386720253;24,2971402235707;14,9364692006151;9,21060280329144;0;8,70278311806055
"19";150,047952931188;144,159744290184;138,100429724987;131,732884750666;123,070191174186;114,622844016646;106,592667679852;99,6242031430978;82,0760574575844;73,7466682843017;67,6915777812621;61,9478726182162;55,4161711553507;45,9251698383136;32,9999233416312;23,6392523186756;17,913385921352;8,70278311806055;0
